id,createdBy,quote,createdDate,game
3,Super_Waffle_Bot,"I swallow - missgamerfan ","2022-01-15 00:00:00.000000","Star Citizen"
30,SageWiZe,"Is that like a measurement? Dix per...! - Jormunrekr","2022-09-09 23:44:18.162000","Star Citizen"
300,SageWiZe,"I definitely need to grab one! - ghostcomm","2022-02-02 22:59:15.342000","Deep Rock Galactic"
301,ArtAndSoul7,"I hopped on a pipe and it’s not the normal pipe I hop on! -Penguin","2022-02-02 23:26:35.768000","Deep Rock Galactic"
302,SageWiZe,"We Like Sticky Messes! - resistant_gaming","2022-01-20 22:06:22.409000","Star Citizen"
303,missgamerfan,"cause you said it was too long! -Missgamerfan","2022-02-03 17:21:28.068000","Star Citizen"
304,SageWiZe,"I was going to grab it for you! - pesteh","2022-02-03 17:44:41.153000","Star Citizen"
305,Super_Waffle_Bot,"I'll put some cheese on my balls for you. -Penguin ","2022-01-09 00:00:00.000000","Star Citizen"
306,Super_Waffle_Bot,"Only one can get in and out at a time! Hey Wait look how nice my booty looks in this! - SuperPenguinTV","2021-12-30 00:00:00.000000","Star Citizen"
307,ArtAndSoul7,"It depends where you put your thing at. -Cisco","2022-02-03 18:31:08.034000","Star Citizen"
308,SageWiZe,"Don't squeeze so tight! Loosen your grip and get more fluid with your sticks and it does not hurt as much! - SuperPenguinTV","2022-02-04 01:35:36.082000","Star Citizen"
309,SageWiZe,"I'm a Star Marshal! - SuperPenguinTV","2022-02-04 02:24:24.745000","Star Citizen"
31,SageWiZe,"I was using a PP filter and the res was to high! - CiscoPRTV","2022-09-09 23:57:19.356000","Star Citizen"
310,SageWiZe,"I was not expecting to pull out so soon! Were you? - SuperPenguinTV to TheAngryMidgetLady","2022-02-04 03:10:05.983000","Star Citizen"
311,SageWiZe,"Tits that is all I see! - SuperPenguinTV","2022-02-04 08:28:37.787000","Star Citizen"
312,Super_Waffle_Bot,"It's always good to be wet! lol! - missgamerfan","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
313,SageWiZe,"I’m on my phone in bed. Haha! - ArtAndSoul7","2022-09-04 23:18:48.229000","Star Citizen"
314,Super_Waffle_Bot,"SageWize he's on it! - CiscoPRTV ","2022-01-01 00:00:00.000000","Star Citizen"
315,SageWiZe,"I get that craving for sucking on a little shaft & having that feeling in the back of the throat! - SuperPenguinTV","2022-02-04 18:55:06.284000","Star Citizen"
316,Super_Waffle_Bot,"I can not believe I have a channel named Love Shack in my Discord This is going in the wrong direction. This is NSFW - SuperPenguinTV","2021-12-24 00:00:00.000000","Star Citizen"
317,SageWiZe,"I want the Big Boy! - bladesgamingtv","2022-02-04 20:00:30.549000","Star Citizen"
318,ArtAndSoul7,"Penguin is the sexiest streamer ever!! -ArtAndSoul","2022-09-04 19:04:26.473000","Star Citizen"
319,Super_Waffle_Bot,"Can my name be Dark Rectum! - Resistant_gaming ","2022-01-15 00:00:00.000000","Star Citizen"
32,SageWiZe,"What is your fav Snack? - beercoreTV I like Nuts! - SuperPenguinTV","2022-09-10 01:00:59.175000","Star Citizen"
320,Super_Waffle_Bot,"Balls are great! - missgamerfan ","2022-01-09 00:00:00.000000","Star Citizen"
321,SageWiZe,"We can go to a private chat and we can finish it bladesgamingtv! - missgamerfan","2022-02-04 20:04:53.834000","Star Citizen"
322,SageWiZe,"I will make sure you will get plenty of wood bladesgamingtv - missgamerfan","2022-02-04 20:36:59.194000","Star Citizen"
323,ArtAndSoul7,"I’ll make sure you get plenty of wood Blade! -Missgamer","2022-02-04 20:37:12.932000","Star Citizen"
324,SageWiZe,"I think he just Got Off! - resistant_gaming","2022-01-20 22:14:41.744000","Star Citizen"
325,ArtAndSoul7,"Dark doesn’t like our titties. He won’t play with our nipples. -Pesteh","2022-02-04 21:08:14.717000","Star Citizen"
326,ArtAndSoul7,"So what will you be ejecting Blade? I’m very curious. -Dark Your juices -Penguin","2022-02-04 21:10:02.048000","Star Citizen"
327,ArtAndSoul7,"You’ve got a fucking popcorn maker, you should buy a bloody kegerator! -Pesteh","2022-02-05 19:02:29.870000","Star Citizen"
328,SuperPenguinTV,"I put my self in horny jail - kstvl","2022-02-05 22:55:10.065000","Star Citizen"
329,Super_Waffle_Bot,"I'm on the Top I'm ON THE TOP! - CiscoPRTV ","2022-01-01 00:00:00.000000","Star Citizen"
33,SageWiZe,"He is so Beefy! - beercoreTV","2022-09-10 01:21:27.770000","Star Citizen"
330,ArtAndSoul7,"My hands are a little sore from gripping the stick! -Dark","2022-02-05 23:33:03.531000","Star Citizen"
331,Super_Waffle_Bot,"Get your cock out of my face! - SuperPenguinTV ","2022-01-15 00:00:00.000000","Star Citizen"
332,ArtAndSoul7,"The more intense it is, you're like really gripping it! -Dark","2022-02-05 23:33:33.938000","Star Citizen"
333,Super_Waffle_Bot,"code nuts! -squirrel","2021-12-29 00:00:00.000000","It Takes Two"
334,Super_Waffle_Bot,"This is not for porn - SuperPenguinTV ","2021-12-24 00:00:00.000000","Star Citizen"
335,SageWiZe,"I don't know if we got another dildo to fly! - SuperPenguinTV","2022-01-20 22:55:03.113000","Star Citizen"
336,ArtAndSoul7,"Size matters. Sorry about all the small dicks out there. -Penguin Wow, thanks Penguin. -Dark","2022-02-05 23:36:36.469000","Star Citizen"
337,ArtAndSoul7,"You gotta be able to use it to use it! -Penguin","2022-02-05 23:37:05.859000","Star Citizen"
338,ArtAndSoul7,"I am just going to yank the fuck out of my joystick to see if it moves! -Penguin","2022-02-05 23:47:19.353000","Star Citizen"
339,SageWiZe,"I'm Sorry MoMs308 - SuperPenguinTV","2022-02-06 01:21:16.526000","Star Citizen"
34,SageWiZe,"You got one minute to jerk it off or what ever you need to do! - SuperPenguinTV","2022-09-10 01:22:32.638000","Star Citizen"
340,SageWiZe,"I feel Luckyyyy tonight! - ArtAndSoul7","2022-02-11 17:29:22.748000","Star Citizen"
341,SageWiZe,"Pesteh, you made her explode! - SuperPenguinTV","2022-02-11 20:19:40.698000","Star Citizen"
342,SageWiZe,"You do what I did and you just pull off! - SuperPenguinTV","2022-02-11 21:13:00.835000","Star Citizen"
343,Super_Waffle_Bot,"Just keep my corpse away from Ghostcomm - pesteh","2021-12-18 00:00:00.000000","Star Citizen"
344,Super_Waffle_Bot,"You're stuck on me bro! You got to wait your turn, you're thighs are in my eyes. - comicstud ","2022-01-01 00:00:00.000000","Star Citizen"
345,SageWiZe,"I keep fat fingering my D key! - resistant_gaming","2022-02-11 21:14:10.447000","Star Citizen"
346,Super_Waffle_Bot,"MOUNT THE VACUMM! -pesteh ","2021-12-29 00:00:00.000000","It Takes Two"
347,Super_Waffle_Bot,"The ability to get out of your ship and run around can make your dick hard and pussy wet! - SuperPenguinTV ","2022-01-09 00:00:00.000000","Star Citizen"
348,SageWiZe,"SP's having a flippergasm -Tsunamisan","2022-02-11 21:15:23.364000","Star Citizen"
349,ArtAndSoul7,"I think I could do slapping my dick on the keyboard! -Dark","2022-02-11 22:08:54.009000","Star Citizen"
35,SageWiZe,"Take it off! Take that Thingy OFF! - SuperPenguinTV","2022-09-10 01:36:06.646000","Star Citizen"
350,Super_Waffle_Bot,"OMG Sage that's a Huge ass One! - Ghostcomm ","2021-12-24 00:00:00.000000","Star Citizen"
351,SageWiZe,"I think I could do slapping my dick on the keyboard! - resistant_gaming","2022-02-11 22:10:17.034000","Star Citizen"
352,ArtAndSoul7,"I have somewhere you can piss! -Dark On your face? -Penguin","2022-02-11 22:19:38.610000","Star Citizen"
353,ArtAndSoul7,"You're not shy about it! I put my dick in your discord! -Dark","2022-02-11 22:40:29.451000","Star Citizen"
354,ArtAndSoul7,"That is one thing you won't see is my junk... in Discord! -Penguin","2022-02-11 22:43:56.600000","Star Citizen"
355,Super_Waffle_Bot,"I have not said anything quote worthy yet have I ? - Resistant_gaming","2022-01-15 00:00:00.000000","Star Citizen"
356,ArtAndSoul7,"It's so small, you gotta shine a light at it. -Penguin","2022-02-11 23:24:30.315000","Star Citizen"
357,Super_Waffle_Bot,"Just keep your legs closed and you’ll be fine! -Pestah ","2022-01-08 00:00:00.000000","Star Citizen"
358,ArtAndSoul7,"No one is saying it's large, we are just saying you like to shoot it up the pooper scooper! -Penguin to Dark","2022-02-11 23:26:01.633000","Star Citizen"
359,Super_Waffle_Bot,"G Dang it that's 2 dead moms that I fked with - SuperPenguinTV ","2022-01-01 00:00:00.000000","Star Citizen"
36,SageWiZe,"Of course your doing it while I am doing this! resistant_gaming You literally just pick up the shotglass to your mouth, suck it down, put it back down! - SuperPenguinTV Dang how long is it? - missgamerfan Not as long as me! - SuperPenguinTV","2022-01-22 05:19:30.517000","Star Citizen"
360,Super_Waffle_Bot,"Lick em! Stick em! Rub em! Pinch em! - Ghostcomm ","2022-01-09 00:00:00.000000","Star Citizen"
361,ArtAndSoul7,"They just like the stinky dog! -Tsunamisan","2022-02-11 23:29:45.187000","Star Citizen"
362,ArtAndSoul7,"Oh, I can generate some power from the bottom! -Dark","2022-02-11 23:36:00.021000","Star Citizen"
363,SageWiZe,"Penguin’s have sex with themselves! - ArtAndSoul7","2022-02-12 00:21:35.925000","Star Citizen"
364,ArtAndSoul7,"Your Dad has seen you hard?! -Dark to Penguin","2022-02-12 00:47:04.336000","Star Citizen"
365,Super_Waffle_Bot,"Hurricane! What was that? The Hurricane. Yep it's a Hurricane We will get it. It's alright we will Blow em Before he passes us! Wait that sounded bad! I see the quote already! I Here it comes... LOL SageWiZe was not paying attention. Yeah we are good! We are good! - SuperPenguinTV ","2021-12-24 00:00:00.000000","Star Citizen"
366,SageWiZe,"I'll take the rear! - comicstud","2022-02-12 01:49:36.210000","Star Citizen"
367,Super_Waffle_Bot,"You ruined my elevator scene with Ghostcomm - Resistant_gaming ","2022-01-15 00:00:00.000000","Star Citizen"
368,Super_Waffle_Bot,"He would not let me take the walker out of the Hospital! What an A Hole - Thornberg84","2021-12-18 00:00:00.000000","Star Citizen"
369,SageWiZe,"If I am in the bottom I am going to fall a sleep! - Ghostcomm","2022-02-12 01:51:56.700000","Star Citizen"
37,SageWiZe,"Oh! you get to fuck with me tonight pbond21. - SuperPenguinTV","2022-09-10 01:38:11.585000","Star Citizen"
370,ArtAndSoul7,"Who’s sober (in an angry tone)? Because I’m not sober! -Penguin","2022-02-12 02:45:45.605000","Star Citizen"
371,SageWiZe,"Sloppy messy one! I know I do not make it easy for you to swallow! Whoa Whoa! - Ghostcomm","2022-02-13 00:25:20.967000","Star Citizen"
372,SageWiZe,"How do I change the boob size? - SuperPenguinTV","2022-02-13 01:02:40.060000","Star Citizen"
373,Super_Waffle_Bot,"Motivates me to ride harder! - ArtAndSoul7 ","2022-01-09 00:00:00.000000","Star Citizen"
374,Super_Waffle_Bot,"Soul is the music queen! -missgamerfan","2022-01-01 00:00:00.000000","Star Citizen"
375,ArtAndSoul7,"Get the stuff off us. Watch behind us! -Penguin","2022-02-16 18:33:59.975000","Deep Rock Galactic"
376,SageWiZe,"Do you see my hole? - SuperPenguinTV","2022-02-16 18:36:56.752000","Deep Rock Galactic"
377,ArtAndSoul7,"Don’t forget about the testicles. I see them all hanging from the roof! -Penguin","2022-02-16 18:46:36.586000","Deep Rock Galactic"
378,ArtAndSoul7,"Awww… I dropped a testicle! -Sage","2022-02-16 18:46:56.396000","Deep Rock Galactic"
379,SageWiZe,"I feel like maybe you wanna take ya shirt off... But chat isn't gonna let you blame us if you do. - beercoreTV","2022-09-02 02:43:15.245000","Star Citizen"
38,SageWiZe,"He was literally beaming me in my face! - beercoreTV","2022-09-10 01:46:01.567000","Star Citizen"
380,Super_Waffle_Bot,"He needs to masturbate more - SuperPenguinTV ","2021-12-30 00:00:00.000000","Star Citizen"
381,Super_Waffle_Bot,"aim me at the hole, wait don't aim me at the hole! -penguin ","2021-12-29 00:00:00.000000","It Takes Two"
382,ArtAndSoul7,"I gotta testicle coming in! -Penguin","2022-02-16 18:48:54.766000","Deep Rock Galactic"
383,Super_Waffle_Bot,"I took a fish head to a movie and could not get it IN! - Octane93 ","2021-12-25 00:00:00.000000","Star Citizen"
384,ArtAndSoul7,"I keep on dropping my testicle! -Sage Well, we know you only have one! -Penguin","2022-02-16 18:49:34.221000","Deep Rock Galactic"
385,ArtAndSoul7,"Hey, you want me to shoot some testicle down to you? -=","2022-02-16 18:50:00.896000","Deep Rock Galactic"
386,ArtAndSoul7,"Hey, you want me to shoot some testicle down to you? -Penguin","2022-02-16 18:50:42.722000","Deep Rock Galactic"
387,Super_Waffle_Bot,"How long does it take to get to the center of a blow pop? One! Lick my balls.... Oh shit he is in the room ... ! - SuperPenguinTV ","2022-01-07 00:00:00.000000","Star Citizen"
388,Super_Waffle_Bot,"I'm ready to eat my frigin joy stick at this point! - Ghostcomm","2022-01-09 00:00:00.000000","Star Citizen"
389,ArtAndSoul7,"This way Ghostcomm can say he handled a testicle! -Penguin Yeah, just a normal day! -Ghost","2022-02-16 18:51:35.062000","Deep Rock Galactic"
39,SageWiZe,"You want the ultimate flex? SuperPenguinTV What the Speedo? - KageWins No the gold you ass hole! - SuperPenguinTV","2022-09-10 02:34:48.997000","Star Citizen"
390,Super_Waffle_Bot,"im always ready! -comicstud ","2022-01-01 00:00:00.000000","Star Citizen"
391,SageWiZe,"Well fuck your nuts to! - SuperPenguinTV","2022-01-20 23:01:29.340000","Star Citizen"
392,ArtAndSoul7,"Oh, there’s three more testicles coming down! -Penguin","2022-02-16 18:52:16.813000","Deep Rock Galactic"
393,Super_Waffle_Bot,"I do not want to smell your ball sweat! - SuperPenguinTV ","2022-01-15 00:00:00.000000","Star Citizen"
394,ArtAndSoul7,"It’s testicle sweat dripping down in the humidity. -ACorpse","2022-02-16 18:53:19.508000","Deep Rock Galactic"
395,ArtAndSoul7,"Smack the balls! -Sage","2022-02-16 19:12:37.488000","Deep Rock Galactic"
396,ArtAndSoul7,"I dropped it right on your turd and I can’t pick it up. Can you pick it up? -Penguin","2022-02-16 19:20:34.080000","Deep Rock Galactic"
397,SageWiZe,"I caught a flying testicle guys! Oh there is another one! - SuperPenguinTV","2022-02-16 21:45:21.767000","Deep Rock Galactic"
398,SageWiZe,"I need an opening! - Ghostcomm","2022-02-17 18:30:07.454000","Deep Rock Galactic"
399,Super_Waffle_Bot,"Rub My Bellies - Sage ","2021-11-16 00:00:00.000000","Star Citizen"
4,SageWiZe,"She showed me her spaceship, so I guess you could say things are getting pretty serious. - Randprint","2022-09-01 22:49:33.028000","Star Citizen"
40,SageWiZe,"That looks so big o your head! - SuperPenguinTV","2022-09-10 16:56:50.618000","Star Citizen"
400,Super_Waffle_Bot,"I have seen her coming from twenty miles away! - Octane93 ","2021-12-25 00:00:00.000000","Star Citizen"
401,Super_Waffle_Bot,"I did not even eat myself! - Ghostcomm ","2022-01-09 00:00:00.000000","Star Citizen"
402,SageWiZe,"The Question is, Do I CCU my Rofus? - SuperPenguinTV","2022-01-20 23:09:52.379000","Star Citizen"
403,ArtAndSoul7,"I’m gonna light your ass on fire if you don’t get in here! -Penguin","2022-02-17 19:33:01.418000","Deep Rock Galactic"
404,ArtAndSoul7,"What a cock tease! -Penguin","2022-02-17 19:33:38.734000","Deep Rock Galactic"
405,Super_Waffle_Bot,"Can you get your dick out of my face! - Thornberg84 ","2022-01-15 00:00:00.000000","Star Citizen"
406,Super_Waffle_Bot,"I came just in time! Look at That! - Ghostcomm ","2022-01-01 00:00:00.000000","Star Citizen"
407,ArtAndSoul7,"It’s raining, but it feels like balls are hitting us!! -Missgamerfan","2022-02-17 20:05:40.796000","Deep Rock Galactic"
408,SageWiZe,"She fully unloaded on me! - SuperPenguinTV","2022-02-17 20:43:10.187000","Deep Rock Galactic"
409,SageWiZe,"Look for the blue crystals and deposit them into this big thing! - SuperPenguinTV","2022-02-17 21:10:49.066000","Deep Rock Galactic"
41,SageWiZe,"Everything looks big on my pea head! - QueenVik404","2022-09-10 16:57:37.314000","Star Citizen"
410,SageWiZe,"I can't see it I have it so small on my thing! - Ghostcomm","2022-02-17 21:15:59.944000","Deep Rock Galactic"
411,ArtAndSoul7,"He wants to suck em off! He wants to drain them bitches! -Thornberg","2022-02-21 19:00:20.879000","Star Citizen"
412,SuperPenguinTV,"You can bump me anytime Penguin - ArtAndSoul7","2022-02-21 19:23:40.130000","Star Citizen"
413,SuperPenguinTV,"Was it the little sage - Dark Just the tip - SageWize","2022-01-20 23:12:48.627000","Star Citizen"
414,ArtAndSoul7,"No it’s another one like gta, but you have a dildo hammer to smack ppl with lol -Sagewize","2022-02-22 17:38:16.266000","Grand Theft Auto V"
415,Super_Waffle_Bot,"You need a shot if you are going to fly the penis ship! - SuperPenguinTV ","2022-01-09 00:00:00.000000","Star Citizen"
416,SageWiZe,"Is that a fucking bird driving a scooter? - SuperPenguinTV","2022-02-22 18:00:59.132000","Grand Theft Auto V"
417,Super_Waffle_Bot,"What is kid spam is he going to unload a lot of kids? - Resistant_gaming","2022-01-15 00:00:00.000000","Star Citizen"
418,Super_Waffle_Bot,"We had a Big Bush outside the Front Door! -SuperPenguinTV","2021-12-25 00:00:00.000000","Star Citizen"
419,SageWiZe,"Man this is making it hard! - SuperPenguinTV","2022-02-22 18:32:22.208000","Grand Theft Auto V"
42,ArtAndSoul7,"It’s not just one dick. It’s multiple dicks! -Penguin","2022-09-10 17:08:32.216000","Star Citizen"
420,Super_Waffle_Bot,"These Testicle goggles are not working all I see is Richard! - Thornberg84","2021-12-18 00:00:00.000000","Star Citizen"
421,SageWiZe,"Oh no no no autopilot you are going the wrong way! - SuperPenguinTV","2022-02-22 19:00:52.384000","Grand Theft Auto V"
422,SageWiZe,"Are you trying to catch it in your teeth? - Ghostcomm","2022-02-24 20:14:24.968000","Deep Rock Galactic"
423,SageWiZe,"Did you just!... Oh I got cock blocked! - SuperPenguinTV","2022-02-25 20:15:29.558000","Star Citizen"
424,ArtAndSoul7,"Penguin’s sexy voice sounds like he ate too many of his wife’s gummies. - ArtAndSoul7","2022-01-20 23:43:49.708000","Star Citizen"
425,SageWiZe,"Heist come and go, but waifus are forever. - MrBlaargh","2022-02-25 23:26:07.626000","Star Citizen"
426,SageWiZe,"That looks like Art rubs Sage, Nick hahs - ArtAndSoul7","2022-02-26 16:48:20.034000","Star Citizen"
427,ArtAndSoul7,"It’s the pasties delight! ♥️-Penguin","2022-02-26 17:45:06.402000","Star Citizen"
428,Super_Waffle_Bot,"What ever you do. Do not lay down in the Bed! - TheAnggryMidgetLady You don't Have to ask me Twice Says voice in background.","2021-12-18 00:00:00.000000","Star Citizen"
429,Super_Waffle_Bot,"Me so Horny! - Thornberg84 All thetime! - missgamerfan ","2022-01-15 00:00:00.000000","Star Citizen"
43,SageWiZe,"Ya can’t help secondhand smoke! - ArtAndSoul7","2022-09-10 17:54:49.783000","Star Citizen"
430,ArtAndSoul7,"Do me! Do me! -Pesteh","2022-02-26 18:02:27.489000","Star Citizen"
431,SageWiZe,"It feels good in my throat though! - resistant_gaming","2022-02-26 18:05:49.611000","Star Citizen"
432,ArtAndSoul7,"Pesteh You could have landed in my lap. It would have been better! -Penguin","2022-02-26 18:10:34.290000","Star Citizen"
433,Super_Waffle_Bot,"It's Floating right beside my Face! - Ghostcomm","2021-12-25 00:00:00.000000","Star Citizen"
434,Super_Waffle_Bot,"I do not care as long as my ass looks good! - SuperPenguinTV ","2022-01-01 00:00:00.000000","Star Citizen"
435,SageWiZe,"I kind of want to go bump that guy now! - SuperPenguinTV","2022-09-04 23:30:11.048000","Star Citizen"
436,SageWiZe,"I'm in my pants! no pockets! - pesteh I'm in your pants - resistant_gaming","2022-02-26 18:11:17.195000","Star Citizen"
437,SageWiZe,"Pesteh is my bitch! Back off Penguin! - ArtAndSoul7","2022-02-26 18:13:57.518000","Star Citizen"
438,SageWiZe,"Mmmmm No pants Saturday! I knew that would get quoted! - ArtAndSoul7","2022-02-26 18:15:00.072000","Star Citizen"
439,ArtAndSoul7,"Hey Pesteh, you better back it up! -Dark","2022-02-26 18:44:46.087000","Star Citizen"
44,SageWiZe,"Oh don’t ever tell penguin he’s always right. Is this your first time on stream?! Haha! - ArtAndSoul7","2022-09-10 18:07:52.100000","Star Citizen"
440,SageWiZe,"I'm going to go ahead and pull out now! - SuperPenguinTV","2022-02-26 19:45:30.942000","Star Citizen"
441,ArtAndSoul7,"Its suddenly become so warm in here my farts are wet :< -Leithius","2022-09-04 19:05:33.972000","Star Citizen"
442,Super_Waffle_Bot,"They should come all the time! - Resistant_gaming","2022-01-15 00:00:00.000000","Star Citizen"
443,Super_Waffle_Bot,"Wtf is up with the ass and legs in the air! - Thornberg84 ","2022-01-10 00:00:00.000000","Star Citizen"
444,SageWiZe,"Hurry Up Guys I Got To Piss! - SuperPenguinTV","2022-02-26 20:01:50.788000","Star Citizen"
445,SageWiZe,"Hey KurodaShou take off your hat! You got a weird ball sack on your head! - SuperPenguinTV","2022-02-26 20:45:43.345000","Star Citizen"
446,SuperPenguinTV,"I love being on top -ArtAndSoul7","2022-01-21 18:56:33.377000","Star Citizen"
447,SageWiZe,"If you want to take the ball sack off your head this is what you do! - SuperPenguinTV","2022-02-26 20:46:33.421000","Star Citizen"
448,SageWiZe,"I bring out the dick in you SuperPenguinTV - resistant_gaming","2022-02-26 21:55:37.607000","Star Citizen"
449,SageWiZe,"I love dismembering people in the game! - Thornberg84","2022-03-01 19:21:28.533000","Cyberpunk 2077"
45,SageWiZe,"Show me your Red! - beercoreTV","2022-09-10 19:32:21.739000","Star Citizen"
450,Super_Waffle_Bot,"That can be a thing! The the top head! - comicstud ","2022-01-01 00:00:00.000000","Star Citizen"
451,Super_Waffle_Bot,"It's Floating right beside my Face! - Ghostcomm ","2021-12-25 00:00:00.000000","Star Citizen"
452,SageWiZe,"My safe word is pineapple! - LittleBallOfPurr","2022-03-02 18:49:10.132000","Cyberpunk 2077"
453,SageWiZe,"I get to go visit the sex shop again! - SuperPenguinTV","2022-03-02 19:53:47.720000","Cyberpunk 2077"
454,Super_Waffle_Bot,"Man that one came up quick! Old Age Man ! - SuperPenguinTV","2021-12-30 00:00:00.000000","Star Citizen"
455,SageWiZe,"It's head comes off to pour! - SuperPenguinTV","2022-03-03 16:51:10.187000","Star Citizen"
456,Super_Waffle_Bot,"Now I can park the big one there if it will fit! - Ghostcomm ","2022-01-10 00:00:00.000000","Star Citizen"
457,SageWiZe,"You got to add the D ... Include the D you can not add it after! - SuperPenguinTV","2022-01-21 19:04:13.189000","Star Citizen"
458,SageWiZe,"I was worried it would be small and gimmicky but it looks like it's normal size! - ArtAndSoul7","2022-03-03 16:53:02.494000","Star Citizen"
459,ArtAndSoul7,"He unbuttons and flips it out and says you wanna see?! -Penguin","2022-03-03 17:55:06.382000","Star Citizen"
46,SageWiZe,"Pucker your butt hole! - Lotus508","2022-09-10 22:48:17.565000","Star Citizen"
460,ArtAndSoul7,"I didn’t get fucked this time! -ArtAndSoul7","2022-03-03 18:37:43.163000","Star Citizen"
461,SageWiZe,"Woah! Don't Blow! Don't Blow! - SuperPenguinTV","2022-03-03 18:45:35.879000","Star Citizen"
462,ArtAndSoul7,"Wanna go again Wavesaver? -Penguin","2022-03-03 19:03:29.425000","Star Citizen"
463,ArtAndSoul7,"I have been performing much better in bed since I have been taking my vitamins! -Penguin","2022-03-03 19:45:13.402000","Star Citizen"
464,Super_Waffle_Bot,"I am a Head Off! - pesteh","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
465,Super_Waffle_Bot,"I can't do the dick head one cause I can't remember the sound for it! - missgamerfan ","2022-01-01 00:00:00.000000","Star Citizen"
466,Super_Waffle_Bot,"I will be right back I got to take care of the dogs! Please do not Pillage me while I am gone! - Resistant_gaming ","2022-01-15 00:00:00.000000","Star Citizen"
467,SageWiZe,"Yeah! I love the back turret. - Ghostcomm","2022-03-03 23:30:02.409000","Star Citizen"
468,SageWiZe,"Are you sure we want missgamerfan to drink tequila? - pesteh","2022-01-21 19:23:38.719000","Star Citizen"
469,Super_Waffle_Bot,"I'm Planting my Seed for the Future! - SuperPenguinTV","2021-12-25 00:00:00.000000","Star Citizen"
47,SageWiZe,"Put them on top and spin them! Not your kids, your wife! - SuperPenguinTV","2022-01-22 05:35:06.066000","Star Citizen"
470,Super_Waffle_Bot,"Oh What! I came back at the wrong time! What is anal fisting? There is no way that will fit! - - SuperPenguinTV ","2022-01-14 00:00:00.000000","Star Citizen"
471,SageWiZe,"Because they do not show you Bobs! I had to guess! It is about right. Everyone's Bobs are different! - SuperPenguinTV","2022-03-03 23:39:08.839000","Star Citizen"
472,SageWiZe,"I takethe little blue vitamins at night so I don't roll out of bed in the morning. - MrBlaargh","2022-03-04 00:02:37.693000","Star Citizen"
473,SageWiZe,"I miss playing with you Ghostcomm - SuperPenguinTV","2022-03-04 00:52:18.747000","Star Citizen"
474,SageWiZe,"Ghostcomm had to teach me how to get dressed! - WaveSaver","2022-03-04 01:02:39.138000","Star Citizen"
475,SageWiZe,"Your ship just swallowed me and stabbed me! - WaveSaver","2022-03-04 01:23:14.449000","Star Citizen"
476,SageWiZe,"I got to eat a hotdog! - WaveSaver Suck it down! - SuperPenguinTV","2022-03-04 01:33:57.654000","Star Citizen"
477,ArtAndSoul7,"You’re about to stroke out! -Penguin to Sage","2022-03-08 18:55:57.485000","Golf With Your Friends"
478,Super_Waffle_Bot,"TAML is quite tonight! Is Corey entertaining you under the desk tonight? Yes Cough I mean um I was comfy he is sleeping! - Theangrymidgetlady","2022-01-15 00:00:00.000000","Star Citizen"
479,SageWiZe,"I'm Behind - Strannex","2022-01-21 19:28:31.877000","Star Citizen"
48,SageWiZe,"We killed luck jew! heheh How bad does that sound? - SuperPenguinTV","2022-09-10 22:50:39.480000","Star Citizen"
480,ArtAndSoul7,"You’re gonna be doing a lot of giggling tonight because we are definitely going to be doing a lot of stroking! -Sage","2022-03-08 18:59:58.416000","Golf With Your Friends"
481,Super_Waffle_Bot,"You want the top? No I will take the Bottom. No No Wait I want the Bottom you Take the top! - comicstud - Ghostcomm ","2022-01-01 00:00:00.000000","Star Citizen"
482,SageWiZe,"You’re gonna be doing a lot of giggling tonight ArtAndSoul7 because we are definitely going to be doing a lot of stroking! - SageWiZe","2022-03-08 19:07:00.886000","Golf With Your Friends"
483,Super_Waffle_Bot,"Oh you got to pound that one down! Not that one the other one! - SuperPenguinTV","2021-12-29 00:00:00.000000","It Takes Two"
484,ArtAndSoul7,"There’s a robot there for your balls. -Thorn Do you like it? -Penguin YEAH! -Thorn","2022-03-08 19:14:46.446000","Golf With Your Friends"
485,Super_Waffle_Bot,"I have never used a condom ! HandsUp djkRick - SuperPenguinTV ","2021-12-25 00:00:00.000000","Star Citizen"
486,ArtAndSoul7,"I’m chokin out on this one! -Penguin","2022-03-08 19:20:24.791000","Golf With Your Friends"
487,ArtAndSoul7,"Just look for the two guys that are stroking! -Sage","2022-03-08 19:24:47.328000","Golf With Your Friends"
488,SageWiZe,"It was a little bit hard - pesteh do it softer - SuperPenguinTV","2022-03-08 19:29:08.628000","Golf With Your Friends"
489,ArtAndSoul7,"You always go for the same hole! -Penguin to Pesteh","2022-03-08 19:29:16.958000","Golf With Your Friends"
49,SageWiZe,"Mom has a micro dick! - SuperPenguinTV","2022-09-10 23:05:20.674000","Star Citizen"
490,SageWiZe,"I won that fucking shit Ball drunk! - SuperPenguinTV","2022-09-02 03:12:58.148000","Star Citizen"
491,Super_Waffle_Bot,"Oh my ass was fine, I am talking about my head, maybe it messed with my head. - missgamerfan ","2022-01-08 00:00:00.000000","Star Citizen"
492,Super_Waffle_Bot,"You made me lose my pants! - Resistant_gaming","2022-01-15 00:00:00.000000","Star Citizen"
493,ArtAndSoul7,"I think you need to hit it harder Sage! -Pesteh","2022-03-08 19:30:12.512000","Golf With Your Friends"
494,ArtAndSoul7,"I’m screwed! -Pesteh","2022-03-08 19:31:46.796000","Golf With Your Friends"
