id,createdBy,quote,createdDate,game
1539,SageWiZe,"You want me to get my Mum To help you with that @SuperPenguinTV ? - @pesteh I know all about your Mum - @TheNickNZ","2023-03-10 21:28:45.513000","Star Citizen"
154,Super_Waffle_Bot,"You know why I do 69? Cause it is fun ;) - missgamerfan ","2022-01-08 00:00:00.000000","Star Citizen"
1540,SageWiZe,"I may buy it for you so you can play it and shame me! - @beercoreTV","2023-03-10 21:31:19.512000","Star Citizen"
1541,SageWiZe,"Incompetent seamen is so frustrating! - @pesteh","2023-03-10 21:32:47.421000","Star Citizen"
1542,SageWiZe,"have you noticed I have only choked on my mike twice tonight! - @beercoreTV","2023-03-10 22:03:00.489000","Star Citizen"
1543,SageWiZe,"Let's Drink That Migraine Away! - @SuperPenguinTV","2023-03-10 22:07:11.004000","Star Citizen"
1544,SageWiZe,"True true i'm just being a d*ck for not good reason! :| - @beercoreTV","2023-03-16 17:38:34.032000","Star Citizen"
1545,SageWiZe,"I shaved my ball to make it more smooth and streamlined! - @pesteh","2023-03-16 18:16:20.109000","Star Citizen"
1546,SageWiZe,"Penguinjust wants everyone to play with his balls... Eeeeeewww! - @thenicknz","2023-03-16 18:18:34.616000","Star Citizen"
1547,SageWiZe,"Look at everyone come! - @superpenguintv","2023-03-16 18:57:01.319000","Star Citizen"
1548,ArtAndSoul7,"It’s happening slightly different and faster now! -Penguin","2023-03-16 19:41:02.022000","Star Citizen"
1549,ArtAndSoul7,"Flies like your mom on a dick! -Penguin","2023-03-17 19:36:03.659000","Star Citizen"
155,SageWiZe,"I have a pretty large one! - Ghostcomm","2022-01-27 02:24:18.307000","Deep Rock Galactic"
1550,SageWiZe,"I can not believe I am cosplaying as your wife! - @JediShinobi13","2023-03-17 21:19:50.682000","Star Citizen"
1551,SageWiZe,"Remember to breathe and swallow! - @JediShinobi13","2023-03-17 21:20:26.785000","Star Citizen"
1552,ArtAndSoul7,"Be stupid right now!","2023-03-17 21:44:15.077000","Star Citizen"
1553,SageWiZe,"I was molesting @pesteh in the Train! - @Xiephr_tactiX","2023-03-17 22:00:57.398000","Star Citizen"
1554,SageWiZe,"Sounds like you are sucking that mic off @SuperPenguinTV ! - @pesteh","2023-03-17 22:14:24.244000","Star Citizen"
1555,SageWiZe,"Hey cock whore @Kstvl are you there speak up! - @SuperPenguinTV","2023-03-23 00:49:12.746000","Star Citizen"
1556,SageWiZe,"SageWiZe is a little bitch! - @SuperPenguinTV","2023-03-23 03:39:03.470000","Star Citizen"
1557,SageWiZe,"Ok, hit us with your pole! - @TheNickNZ","2023-03-23 04:17:36.870000","Star Citizen"
1558,SageWiZe,"Ha, we got all Charlies shit. - @dMwLiberator","2023-03-23 18:01:42.791000","Star Citizen"
156,SageWiZe,"Who has the long one? - SuperPenguinTV","2022-01-27 21:30:58.252000","Deep Rock Galactic"
157,SageWiZe,"I can do another pole again! Pole is up! Vote on my Pole Guys! - SuperPenguinTV","2022-09-04 22:58:12.457000","Star Citizen"
158,SageWiZe,"I'm a cyber tran! - resistant_gaming","2022-01-19 21:23:20.881000","Star Citizen"
159,Super_Waffle_Bot,"You missed the question mark! - HazelnutGames ","2021-12-30 00:00:00.000000","Star Citizen"
16,SageWiZe,"I knew they were coming! I just did not expect them to come so quick! - SuperPenguinTV","2022-09-09 17:26:54.825000","Star Citizen"
160,SageWiZe,"I'm busting the hole open right now! - SuperPenguinTV","2022-01-27 22:23:47.385000","Deep Rock Galactic"
161,SageWiZe,"You are making it really hard! - resistant_gaming","2022-01-27 23:11:01.877000","Deep Rock Galactic"
162,Super_Waffle_Bot,"Charlie likes it Moist! - missgamerfan ","2021-12-28 00:00:00.000000","Marvel's Guardians of the Galaxy"
163,Super_Waffle_Bot,"And I'm on top of you missgamerfan - ArtAndSoul7","2021-12-31 00:00:00.000000","Star Citizen"
164,SageWiZe,"You credited Ghost for making you hard! - SageWiZe to resistant_gaming","2022-01-27 23:12:14.536000","Deep Rock Galactic"
165,Super_Waffle_Bot,"Calm your titties Ghostcomm - SuperPenguinTV","2021-12-23 00:00:00.000000","Star Citizen"
166,SageWiZe,"I asked Penguin for a Special! - resistant_gaming","2022-01-27 23:25:14.343000","Deep Rock Galactic"
167,SageWiZe,"I think he just finished me off! - ghostcomm","2022-01-28 02:23:26.893000","Deep Rock Galactic"
168,Super_Waffle_Bot,"That thing was eating us! It was really fun! It was a good night! - Ghostcomm","2022-01-08 00:00:00.000000","Star Citizen"
169,SageWiZe,"It's the size that matters! SuperPenguinTV","2022-01-19 21:34:06.866000","Star Citizen"
17,SageWiZe,"Are you talking about himself or his penis? - peSuperPenguinTV","2022-09-09 17:36:24.165000","Star Citizen"
170,SageWiZe,"You will not be able to get it up! - Fek It's moving all around! - ghostcomm","2022-01-28 03:37:01.466000","Deep Rock Galactic"
171,Super_Waffle_Bot,"Did you just say no orgy tonight! - Thornberg84","2022-01-15 00:00:00.000000","Star Citizen"
172,SageWiZe,"Apparently I can loot my groin but it's still there! - Fek","2022-01-28 03:45:11.058000","Deep Rock Galactic"
173,SageWiZe,"I will alt tab my ass out and find out! - Fek","2022-01-28 04:36:07.269000","Deep Rock Galactic"
174,SageWiZe,"Some people like Spikes on their Pasties! - SuperPenguinTV","2022-01-28 17:04:01.111000","Star Citizen"
175,SageWiZe,"Ok you are not an European Playboy! - ghostcomm","2022-01-28 17:04:53.195000","Star Citizen"
176,ArtAndSoul7,"Oh this is gonna suck big hairy monkey balls! -Penguin","2022-01-28 17:09:34.231000","Star Citizen"
177,Super_Waffle_Bot,"I'm still on top Strannex - missgamerfan","2021-12-31 00:00:00.000000","Star Citizen"
178,SageWiZe,"I'm stuck with my tool out! - SuperPenguinTV","2022-01-28 17:12:01.003000","Star Citizen"
179,missgamerfan,"he has to go squeeze one out first -penguin","2022-01-28 17:12:13.339000","Star Citizen"
18,SageWiZe,"Oh my fucking mouse! This is bullshit! - SuperPenguinTV","2022-09-09 17:55:10.295000","Star Citizen"
180,Super_Waffle_Bot,"I am so Drunk I do not know what I am doing! - pesteh","2021-12-18 00:00:00.000000","Star Citizen"
181,Super_Waffle_Bot,"Dude your flying so fast can you fly at normal Speed? I'm On Bottom @TheAngryMidgetLady is on top! - SuperPenguinTV ","2021-12-23 00:00:00.000000","Star Citizen"
182,Super_Waffle_Bot,"''I use my Head for work every day!'' - SuperPenguinTV ","2021-12-08 00:00:00.000000","Star Citizen"
183,Super_Waffle_Bot,"It's still Moist it's Good it's Good! - Thornberg84","2021-12-18 00:00:00.000000","Star Citizen"
184,SageWiZe,"Buttery Nipples - ArtAndSoul7 Buttery what ? What am I reading? - ghostcomm","2022-01-28 17:32:35.821000","Star Citizen"
185,SageWiZe,"How do I measure mine? - ghostcomm","2022-01-28 17:33:07.747000","Star Citizen"
186,SageWiZe,"Did you get it? - ghostcomm No I got fucked! - pesteh","2022-01-28 17:47:56.714000","Star Citizen"
187,SageWiZe,"I had a nerd orgasm they are kind of messy! - ghostcomm","2022-01-28 18:00:02.733000","Star Citizen"
188,SageWiZe,"I just had sex! - thornberg84","2022-01-28 18:02:09.222000","Star Citizen"
189,SageWiZe,"I bought it just for the skin! - SuperPenguinTV","2022-01-28 18:03:45.638000","Star Citizen"
19,SageWiZe,"You guys can fuck with my joystick also! - SuperPenguinTV","2022-09-09 17:56:50.980000","Star Citizen"
190,SageWiZe,"Is that kind of like running a train on it? - thornberg84","2022-01-28 18:04:51.974000","Star Citizen"
191,SageWiZe,"Fuck power wash simulator! KEKW - Mekt0r","2022-09-04 23:00:06.151000","Star Citizen"
192,Super_Waffle_Bot,"You sure it's not so tiny you can't find it? - SuperPenguinTV","2021-12-31 00:00:00.000000","Star Citizen"
193,ArtAndSoul7,"So they have gerth? -Dark","2022-01-28 18:11:51.487000","Star Citizen"
194,ArtAndSoul7,"It takes you how long to get it up? Maybe like an hour and a half? -Pesteh","2022-01-28 18:12:29.057000","Star Citizen"
195,Super_Waffle_Bot,"OMG Just Whip Em Out and Compare! Was that to much? - @missgamerfan No, it was just enough! - Ghostcomm ","2022-01-14 00:00:00.000000","Star Citizen"
196,Super_Waffle_Bot,"Just walk under it and come grab it! - Ghostcomm","2022-01-15 00:00:00.000000","Star Citizen"
197,Super_Waffle_Bot,"It is definitely growing I see it month to month! - SuperPenguinTV ","2022-01-08 00:00:00.000000","Star Citizen"
198,SageWiZe,"Wait am I picking up missgamerfan ? - resistant_gaming","2022-01-28 18:25:51.488000","Star Citizen"
199,Super_Waffle_Bot,"I'm doing a straight line and he is ramming my Ass! - Ghostcomm ","2021-12-23 00:00:00.000000","Star Citizen"
2,SageWiZe,"Still hard to get them to pop up sometimes. Got lucky and found a couple today. - FatOldLion","2022-09-03 18:42:20.103000","Star Citizen"
20,SageWiZe,"What was that? - beercoreTV That was Dicks Purr! - SuperPenguinTV","2022-09-09 17:59:26.336000","Star Citizen"
200,SageWiZe,"I forgot to get off! I was slightly distracted! - pesteh","2022-01-28 18:26:57.252000","Star Citizen"
201,SageWiZe,"A gigantic purple sperm! - ghostcomm","2022-01-28 18:27:24.309000","Star Citizen"
202,SuperPenguinTV,"Look here - Dark_rectum","2022-01-19 21:51:25.172000","Star Citizen"
203,ArtAndSoul7,"Should I just stay on the thingy? -Pesteh","2022-01-28 18:28:50.721000","Star Citizen"
204,SageWiZe,"You got the two nipples and three holes! - missgamerfan","2022-01-28 18:30:17.407000","Star Citizen"
205,SageWiZe,"This is even better when your high! - thornberg84","2022-01-28 18:34:29.702000","Star Citizen"
206,SageWiZe,"When they spank the shit out of you and fuck your shit up I tell them to go fuck themselves with a cactus! - thornberg","2022-01-28 18:38:07.855000","Star Citizen"
207,Super_Waffle_Bot,"Now I'm coming down! - CiscoPRTV","2022-01-01 00:00:00.000000","Star Citizen"
208,Super_Waffle_Bot,"People suck.... nice people Swallow! - GalenReynolds ","2022-01-15 00:00:00.000000","Star Citizen"
209,SageWiZe,"It looks like they are trying to give you a Blowy ! - thornberg84","2022-01-28 18:42:15.414000","Star Citizen"
21,SageWiZe,"I got give pesteh a blowjob! - SuperPenguinTV I'm not sure how I feel about this! - pesteh","2022-09-09 19:19:44.580000","Star Citizen"
210,Super_Waffle_Bot,"he conceals it in his thong -stewicus","2022-01-08 00:00:00.000000","Star Citizen"
211,SageWiZe,"It's so cold! - thornberg84 Well warm it up and rub it between your hands! - missgamerfan","2022-01-28 18:44:32.641000","Star Citizen"
212,SageWiZe,"Oh I am naked! pesteh","2022-01-28 18:54:43.665000","Star Citizen"
213,Super_Waffle_Bot,"That is not comfortable! My Balls are a little to big for that! - SuperPenguinTV ","2022-01-08 00:00:00.000000","Star Citizen"
214,SageWiZe,"Oh I'm coming alright! Look at all those ppl stuck together! - thornberg84","2022-01-28 18:58:55.978000","Star Citizen"
215,Super_Waffle_Bot,"I want to drill holes in my hat. My Whole Head is wet! The seal is all the way around my head and it can not breathe - SuperPenguinTV","2021-12-23 00:00:00.000000","Star Citizen"
216,ArtAndSoul7,"I like my ding dong. You leave it alone! -Penguin","2022-01-28 19:30:13.682000","Star Citizen"
217,SageWiZe,"Never Pull Out! - missgamerfan","2022-01-28 19:30:34.939000","Star Citizen"
218,SageWiZe,"It will not let me grab it! - ghostcomm","2022-01-28 19:31:16.616000","Star Citizen"
219,SageWiZe,"It just fell out! - SuperPenguinTV That sounds like a personal problem! - thornberg84","2022-01-28 19:33:59.571000","Star Citizen"
22,SageWiZe,"I got a little Chubby in my pants right now! - SuperPenguinTV","2022-09-09 20:53:08.236000","Star Citizen"
220,Super_Waffle_Bot,"its for choking kink later -ghostcomm ","2022-01-15 00:00:00.000000","Star Citizen"
221,SageWiZe,"Did they skip the pussy one? - thronberg84","2022-01-28 19:36:44.919000","Star Citizen"
222,Super_Waffle_Bot,"I popped it OFF! It felt GOOD! Dood it is Popping Here! - comicstud ","2022-01-01 00:00:00.000000","Star Citizen"
223,Super_Waffle_Bot,"I am on the Bottom so I can not see much! - pesteh","2022-01-08 00:00:00.000000","Star Citizen"
224,Super_Waffle_Bot,"I'm a power bottom! - comicstud","2021-12-30 00:00:00.000000","Star Citizen"
225,SageWiZe,"I am Right in the middle, between both of you ! I should be able to pull it off! - ghostcomm","2022-01-28 19:40:52.479000","Star Citizen"
226,SageWiZe,"Comic wants you to get in him! - SuperPenguinTV","2022-01-28 19:48:50.437000","Star Citizen"
227,SageWiZe,"I like to keep mine active! - ArtAndSoul7","2022-01-28 19:53:31.224000","Star Citizen"
228,SageWiZe,"This is not grinder! ghostcomm","2022-01-28 19:57:52.196000","Star Citizen"
229,SageWiZe,"We will just get a quickie in! - ghostcomm","2022-01-28 20:10:58.189000","Star Citizen"
23,SageWiZe,"Spit it out! it's OK! - SuperPenguinTV","2022-09-09 21:04:46.995000","Star Citizen"
230,Super_Waffle_Bot,"Calm your pasties!","2021-11-16 00:00:00.000000","Star Citizen"
231,Super_Waffle_Bot,"What is this song? Lick it Good, Lick it good front and back, That is all I hear Lick it good! - TheAngryMidgetLady","2021-12-23 00:00:00.000000","Star Citizen"
232,Super_Waffle_Bot,"That was for choking him! My kink later! - Ghostcomm Want to come back to my ship? - Thornberg84 ","2022-01-15 00:00:00.000000","Star Citizen"
233,SageWiZe,"AHH PTSD MOMENT! - Tsunamisan","2022-01-28 20:24:34.207000","Star Citizen"
234,missgamerfan,"blow me-thornberg, not tonight, tomorrow-penguin, yay! -thornberg","2022-01-28 20:32:10.887000","Star Citizen"
235,SageWiZe,"I am going to dump all my shit on you and bury you! - Ghostcomm","2022-01-19 23:20:27.242000","Star Citizen"
236,SageWiZe,"Where did my Crotch go? - resistant_gaming","2022-01-28 20:33:54.747000","Star Citizen"
237,Super_Waffle_Bot,"Pesteh, Sage is working as my bitch right now, where are ya? haha - ArtAndSoul7","2022-01-08 00:00:00.000000","Star Citizen"
238,Super_Waffle_Bot,"I claim all 9 beans all at once - @XtremeTuberVII ","2022-01-01 00:00:00.000000","Star Citizen"
239,SageWiZe,"Why is it so LONG? - resistant_gaming","2022-01-28 20:36:20.650000","Star Citizen"
24,SageWiZe,"You can be on top! Congrats! you are officially on top! - SuperPenguinTV","2022-09-09 21:06:24.292000","Star Citizen"
240,SageWiZe,"It's long, hard and full of Spacemen! - thornberg84","2022-01-28 20:39:35.345000","Star Citizen"
241,SageWiZe,"It helps, when you use it! First time you use it it irritates your throat and after a while it's more soothing! - Comicstud If you would be more gentle it would not hurt your throat so much! - thornberg84 You know it hit the tonsils! That is just the gag reflex! - thornberg84","2022-01-28 20:51:05.408000","Star Citizen"
242,SageWiZe,"How interesting is that? You open the door and and there is a hotdog in your face! - ghostcomm Help = resistant-gaming It has mayo and mustard! You can lick the mustard off the tip! - ghostcomm","2022-01-28 20:54:43.789000","Star Citizen"
243,SageWiZe,"Make sure you peg that guy on your out! - SuperPenguinTV","2022-01-28 21:06:08.036000","Star Citizen"
244,Super_Waffle_Bot,"I got sand in my vagina - comicstud ","2022-01-08 00:00:00.000000","Star Citizen"
245,SageWiZe,"I just do google math. - SuperPenguinTV What the FUCK! - resistant_gaming","2022-01-28 21:09:18.301000","Star Citizen"
246,SageWiZe,"You said he got done plowing his driveway! I wish I was his driveway! resistant_gaming","2022-01-19 23:22:19.492000","Star Citizen"
247,SageWiZe,"He's not good with long things! I feel sorry for rhim now. - Tsunamisan","2022-01-28 21:13:17.700000","Star Citizen"
248,Super_Waffle_Bot,"What is this song? Lick it Good, Lick it good front and back, That is all I hear Lick it good! - SuperPenguinTV ","2021-12-23 00:00:00.000000","Star Citizen"
249,SageWiZe,"This thing is bigger! resistant_gaming It's got more girth! - thornberg84 That's what I am use to! resistant_gaming","2022-01-28 21:14:58.642000","Star Citizen"
25,SageWiZe,"Thick all day long! - SuperPenguinTV We like it thick! - resistant_gaming","2022-01-22 05:06:38.399000","Star Citizen"
250,Super_Waffle_Bot,"This is the worst service ever! Is this Bartender in the Union? - Ghostcomm ","2021-12-18 00:00:00.000000","Star Citizen"
251,Super_Waffle_Bot,"My Couch Pulls Out But I Don't! - missgamerfan ","2022-01-08 00:00:00.000000","Star Citizen"
252,SageWiZe,"You're so loose Mr Penguin! - Comicstud Oh you like them loose! - SuperPenguinTV","2022-01-28 21:43:51.407000","Star Citizen"
253,Super_Waffle_Bot,"Did you put anything in your Prison Pocket Yet Thornberg84? Can I see? - Ghostcomm","2021-12-18 00:00:00.000000","Star Citizen"
254,SageWiZe,"Can you bring something smaller? - resistant_gaming NO! - SuperPenguinTV","2022-01-28 21:54:57.979000","Star Citizen"
255,SageWiZe,"Last night me and my got it on to that Disney movie Encanto! - SuperPenguinTV WHAT! - resistant_gaming","2022-01-28 22:09:19.051000","Star Citizen"
256,Super_Waffle_Bot,"he has to get it to his mouth first before it be squirted -mgf ","2022-01-15 00:00:00.000000","Star Citizen"
257,SageWiZe,"I'm not getting off anymore, I'm having too much fun. - resistant_gaming","2022-01-19 23:23:13.915000","Star Citizen"
258,SageWiZe,"Me and ghostcomm are trying to make a human centipede here! - Comicstud","2022-01-28 22:19:48.863000","Star Citizen"
259,SageWiZe,"I need something to snack on! - ghostcomm I got something you can snack on! - resistant_gaming I need something bigger! - ghostcomm","2022-01-28 22:30:58.885000","Star Citizen"
26,SageWiZe,"I hit Y and it fucked me!- beercoreTV","2022-09-09 22:42:41.953000","Star Citizen"
260,SageWiZe,"My key chain says thanks for all the orgasms! All I am saying is someone had a good enough experience to buy me a key chain! Have you guys gotten a key chain yet? - resistant_gaming? You know I don't get key chains from my mom on a normal basis! - SuperPenguinTV OMG I am going to go ahead and cut off my nuts! - resistant_gaming","2022-01-28 22:40:45.228000","Star Citizen"
261,SageWiZe,"I would rather kick myself in the nuts! - resistant_gaming","2022-01-28 22:45:01.732000","Star Citizen"
262,SageWiZe,"Are you going to jump us to the next spot? - SuperPenguinTV","2022-01-28 22:47:53.680000","Star Citizen"
